,mbta_part_number,description,mfg,mfg_itm_id
38,00170071,"ROD-WELD. CAST IRON 3/32"" AWS-A5.15-EN1CRFE-5(10#/",EUTECTIC,AC58113
39,00170072,"ROD-WELDING-CARBON STEEL-1/8"" AWS-A5.1-E7018",CERTANIUM,705 NO 12370
40,00170072,"ROD-WELDING-CARBON STEEL-1/8"" AWS-A5.1-E7018",COLONY INC,MG 530
41,00170072,"ROD-WELDING-CARBON STEEL-1/8"" AWS-A5.1-E7018",J. YOUNG C,ED031734
42,00170072,"ROD-WELDING-CARBON STEEL-1/8"" AWS-A5.1-E7018",WELDERS SP,LINCOLN LH-70
43,00170074,"ROD-BRAZING BRZFC 3/32"" X36"" X 10 LB AWS 5-8-92",ANCHOR,"100-BRZFC-3/32X36""X10LB"
44,00170074,"ROD-BRAZING BRZFC 3/32"" X36"" X 10 LB AWS 5-8-92",CERTANIUM,#70F NO. 14270
45,00170074,"ROD-BRAZING BRZFC 3/32"" X36"" X 10 LB AWS 5-8-92",MG WELDING PRODUCTS,MG 130 FC
46,00170074,"ROD-BRAZING BRZFC 3/32"" X36"" X 10 LB AWS 5-8-92",RADNOR,64001631
47,00170076,ROD-BRAZING ELECTRD 1/8 DIA NEPTUNE/G #624 NASSAU,DA-YIN,BA-850
48,00170076,ROD-BRAZING ELECTRD 1/8 DIA NEPTUNE/G #624 NASSAU,NASSAU ALY,NEPTUNE 1G-624
49,00170083,"ROD-1/8"" WELDING,LOW ALLOY LOW HYDROGEN #E8016-C1",-----AIRCO,1318-3964
50,00170092,"ROD-WELDING ALUMINUM 3/32"" AWS-A5.3 E4043",GENERIC,2109
51,00170092,"ROD-WELDING ALUMINUM 3/32"" AWS-A5.3 E4043",GENERIC,608
52,00170094,"ROD-COPPRCLAD PNTD-T YPE DC 1/4"" X 12""",DAVIN CO-,CAT-22 043 003
53,00170095,TIP-TWECO CONTACT,GENERIC,1135
54,00170096,NOZZLE-SPOT WELD TWE CO,GENERIC,2162
55,00170097,NOZZLE-N F TWECO,GENERIC,21
56,00170098,WIRE-WELDING CHEMTRON .035 MILLED STEEL 33LB SPOOL,GENERIC,AWS-70-S-6
57,00170098,WIRE-WELDING CHEMTRON .035 MILLED STEEL 33LB SPOOL,RADNOR,64004186
58,00173016,SPRAY-ANTI SPATTER 16 OZ,EAGLE,84825
59,00173016,SPRAY-ANTI SPATTER 16 OZ,GENERIC,84825
60,00173018,SOLDER ALLOY TIN-LEA D 60/40 ROSIN CORE .031 DIA,TOOLS,UNLIMITED
61,00175002,ROPE 3/8 PREFORMED GALVANIZED PLOW STEEL,GENERIC,0CARD TO BUYER
62,00177001,WIRE NO 18 BLACK ANNEALED STOVE (IN 12-LB. STONES),NO. 18,PHILLIP A. RAND CO.
63,00228002,"ROD-LOW FUMING BRONZE WELDING 1/8"" X 36""",COLONY INC,NO 25 M
64,00228006,1/16 IN BRONZE BRAZING ROD,MARQUETTE,361101
65,00245001,TUBING- 1/8 OD COPPER .030 WALL,GENERIC,50 FT.LENGTHS
66,00245002,"TUBING-3/16 O.D.SOFT TEMPER COPPER AUTO, 030 GAUGE",GENERIC,50 FT COILS
67,00245003,"TUBING-1/4"" OD COPPER .030 THK A/C AND REFRIGERTION 50FTCOIL",GENERIC,50 FT- COILS
68,00245003,"TUBING-1/4"" OD COPPER .030 THK A/C AND REFRIGERTION 50FTCOIL",GRAINGER,3P669
69,00245003,"TUBING-1/4"" OD COPPER .030 THK A/C AND REFRIGERTION 50FTCOIL",MUELLER,653R
70,00245004,TUBING- 5/16 OD COPPER .032 WALL (50 FT. COIL),GENERIC,50 FT-COILS
71,00245005,TUBING-COPPER 1/4 NOM. 3/8 OD TYPE L SOFT TMPR. 60FT/ROLL,GRAINGER,3P665
72,00245005,TUBING-COPPER 1/4 NOM. 3/8 OD TYPE L SOFT TMPR. 60FT/ROLL,MUELLER,616F
73,00245006,"TUBING-COPPER 3/8"" NOM 1/2"" OD TYPE L SOFT TEMPER 60FT/COIL",GENERIC,60 FT. COILS
74,00245006,"TUBING-COPPER 3/8"" NOM 1/2"" OD TYPE L SOFT TEMPER 60FT/COIL",GRAINGER,P/N 3P666
75,00245006,"TUBING-COPPER 3/8"" NOM 1/2"" OD TYPE L SOFT TEMPER 60FT/COIL",MUELLER,617F
76,00245007,"TUBING-COPPER 1/2"" NOM 5/8"" OD TYPE L SOFT TEMPER 60FT/COIL",GENERIC,60 FT. COILS
77,00245007,"TUBING-COPPER 1/2"" NOM 5/8"" OD TYPE L SOFT TEMPER 60FT/COIL",GRAINGER,3P667
78,00245007,"TUBING-COPPER 1/2"" NOM 5/8"" OD TYPE L SOFT TEMPER 60FT/COIL",MUELLER,618F
79,00245008,TUBING-COPPER 3/4 NO M 7/8 OD TYPE L SOFT TMPR,GENERIC,60 FT. COILS
80,00245011,"TUBING-COPPER 5/8"" NOM 3/4"" OD TYPE L SOFT TEMPER 60FT/COIL",GRAINGER,4WTE8
81,00245011,"TUBING-COPPER 5/8"" NOM 3/4"" OD TYPE L SOFT TEMPER 60FT/COIL",MUELLER,LS05060
82,00245017,TUBING- 1/2 OD COPPER .035 WALL TYPE L,SWARTZ HARDWARE,60 FT/COIL
83,00245018,TUBING- 1 1/8 OD COPPER .050 WALL TYPE L 60'/ROLL,GENERIC,60 FT. COILS
84,00250006,WIRE-2 AWG SGL COND DLO 2000V 90 C 1000/ROLL,GRAYBAR,DLO-2KV-2
85,00250006,WIRE-2 AWG SGL COND DLO 2000V 90 C 1000/ROLL,ROYAL WIRE,W6722
86,00250026,WIRE -NO 6 R I 133 S TR SPEC E E -725,G E CO,SI-58299
87,00250037,WIRE-NO 12 SING COND 19 STR SPEC P-60,GENERIC,1000 FT- REELS
88,00250038,WIRE-NO. 12 AWG (CHM PLN CORP. SPEC. #M3004328),GENERIC,KAMPTON - 12
89,00250039,WIRE -NO 14 R I EX FLEX SPEC P-44,GENERIC,SEE ORDER CARD
90,00250043,WIRE -NO 16 RI 19 ST R SGL COND SPEC P-60 (500'REEL,GENERIC,SI58299
91,00250044,CORD-#18 FLX3 COND16 5/.010 SO GEOPRENE O.D. .041,G E CO,S1-53161
92,00250044,CORD-#18 FLX3 COND16 5/.010 SO GEOPRENE O.D. .041,GENERIC,250 FT-COILS
93,00250045,WIRE-NO18-16 STRD-10 5DEG-SGL COND MACH TOOL WIRE,GEN ELECT.,SI 53100
94,00250045,WIRE-NO18-16 STRD-10 5DEG-SGL COND MACH TOOL WIRE,ITT ROYAL,WO 168-14-07
95,00250046,WIRE-#18/2 COND-JR H RD FLX-TYPE SJO (500 FT-REELS),G E CO,SI-53162
96,00250046,WIRE-#18/2 COND-JR H RD FLX-TYPE SJO (500 FT-REELS),GENERIC,500' MINIMUM
97,00250051,CABLE-14 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,B&D AUTO,PRESTOLIT514BL
98,00250051,CABLE-14 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,ONLY,100 FT- SPOOLS
99,00250051,CABLE-14 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS,100 FT- SPOOLS
100,00250051,CABLE-14 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS IND,2-122
101,00250052,CABLE-14 GAUGE YELLOW AUTOMOTIVE PRIMARY WIRE 100/ROLL,B&D AUTO,PRESTOLIT 514Y
102,00250052,CABLE-14 GAUGE YELLOW AUTOMOTIVE PRIMARY WIRE 100/ROLL,ONLY,100 FT- SPOOLS
103,00250052,CABLE-14 GAUGE YELLOW AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS IND,2-127
104,00250053,CABLE-14 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-126 14GA WHT
105,00250054,CABLE-14 GAUGE BROWN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-123 14GA BWN
106,00250055,CABLE-14 GAUGE BLACK AUTOMOTIVE PRIMARY WIRE 100/ROLL,GRAINGER,5ZLN1 - GRANGER
107,00250055,CABLE-14 GAUGE BLACK AUTOMOTIVE PRIMARY WIRE 100/ROLL,MSC/ELECT,MSC 03267895
108,00250055,CABLE-14 GAUGE BLACK AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS,2-121 100FT/RL - N/L/A
109,00250056,CABLE-14 GAUGE GREEN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS,2-124 100FT/RL
110,00250056,CABLE-14 GAUGE GREEN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,514G
111,00250059,WIRE-12 AWG-25-30 MI L (NO LONGER AVAILABLE),GENERIC,RE-629  /-606
112,00250060,CABLE-AVA-133 STRD . 0223 RTL TRALT MTR,G.E.,0000000SI58708
113,00250060,CABLE-AVA-133 STRD . 0223 RTL TRALT MTR,GENERIC,CARD TO BUYER
114,00250061,CABLE-POWER NO 1 AWG 19 STRND SGL COND AVA 600 V,G E CO,SI-57049
115,00250063,CABLE-16 GAUGE GREEN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-114 16GA GRN
116,00250063,CABLE-16 GAUGE GREEN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-G.
117,00250064,CABLE-16 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS IND.,2-112 16GA BLUE
118,00250064,CABLE-16 GAUGE BLUE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-BL.
119,00250065,CABLE-16 GAUGE YELLOW AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-117 16GA YELLOW
120,00250065,CABLE-16 GAUGE YELLOW AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-Y.
121,00250066,CABLE-16 GAUGE BLACK AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-111 16GA BLK
122,00250066,CABLE-16 GAUGE BLACK AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-B.
123,00250067,CABLE-16 GAUGE BROWN AUTOMOTIVE PRIMARY WIRE 100/ROLL,GENERAL CA,13P16BRC
124,00250067,CABLE-16 GAUGE BROWN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-113 16GA BRN
125,00250067,CABLE-16 GAUGE BROWN AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-BR.
126,00250068,CABLE-16 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,GENERAL CA,13P16WC
127,00250068,CABLE-16 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS,2-116
128,00250068,CABLE-16 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-W.
129,00250079,CABLE-#6 AWG PORTA POWER SPECASTM-752-54T 133STRD,GENERIC,SEE-ORDER-CARD
130,00250079,CABLE-#6 AWG PORTA POWER SPECASTM-752-54T 133STRD,GENERIC,0CARD TO BUYER
131,00250084,CABLE- NO 6 RI 61/24 STR GESI-58215,ANACONDA,LOC AD 901KV
132,00250084,CABLE- NO 6 RI 61/24 STR GESI-58215,BIW&C,12031-R-G06
133,00250084,CABLE- NO 6 RI 61/24 STR GESI-58215,G.E.,SI-58843
134,00250090,WIRE-NO 2/0 RI 375/2 4 STR NEOP SHTD 7/8 OD SI-5821,GENERIC,OCARD TO BUYER
135,00250092,WIRE NO 1/0 RI 275/2 4 STRD NEOP JCKT REF. 58215,GENERIC,SI-58215
136,00250093,WIRE-NO 2/0 RI 325/2 4 STR NEOPRENE JACKET,GENERIC,112-11-1734
137,00250094,WIRE- NO 3/0 RI 450/ 24 STR GE SI-58215,GENERIC,SI-58215
138,00250099,WIRE-NO.12 FLAMENOL 19 STR.SI 53100 REF G.E.,G.E.,SI 53100
139,00250102,CABLE - NO 4 SING CO ND 105 STR DIESEL LOC,GENERIC,SI 58215
140,00250111,WIRE-NO.12 AWG,N.L.A.,SAFETY-SP-W995
141,00250111,WIRE-NO.12 AWG,S.E.E. CO.,W-946
142,00250113,CABLE-18 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,ONLY,100 FT-SPOOLS
143,00250113,CABLE-18 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-106 18GA WHITE
144,00250113,CABLE-18 GAUGE WHITE AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,518-W
145,00250117,CABLE - PACKARD BATTERY #0,GENERIC,0000P.W.C.-810
146,00250117,CABLE - PACKARD BATTERY #0,GENERIC,267 A
147,00250118,CABLE-16 GAUGE RED AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,16-01GXLNPRED
148,00250118,CABLE-16 GAUGE RED AUTOMOTIVE PRIMARY WIRE 100/ROLL,PHILLIPS INDUSTRIES,2-115 16GA RED
149,00250118,CABLE-16 GAUGE RED AUTOMOTIVE PRIMARY WIRE 100/ROLL,PRESTOLITE,516-R
150,00250120,CORD - RUBBER COVERED EXTENSION 300V,GENERIC,S.J. 16/3
151,00250123,WIRE-4/0 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
152,00250124,WIRE-3/0 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
153,00250124,WIRE-3/0 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,MBTA NOTES,5000 FT MIN BUY
154,00250125,WIRE 2/0 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
155,00250128,WIRE-#2 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #4151
156,00250128,WIRE-#2 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,BICC (BRAN,XPO257150-581
157,00250128,WIRE-#2 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,GENERIC,15-02802
158,00250130,WIRE-#6 AWG T SPEC # 606 DATED 12-18-98 500 FT RLS,BRAND REX,TASK-#T-4151
159,00250131,WIRE-#8 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
160,00250131,WIRE-#8 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,HURLEY WIRE,WIRE-#8  37/24 - AWG T SPEC   #606
161,00250132,WIRE-#10 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
162,00250132,WIRE-#10 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,QTY-5000,MINIMUM ORDER
163,00250133,WIRE-#12 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
164,00250134,WIRE-#14 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK NO-T-4151
165,00250134,WIRE-#14 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,HAVEG IND.,EXAR
166,00250135,WIRE-#18 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK-#T-4151
167,00250136,WIRE-#22 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
168,00250136,WIRE-#22 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,GENERIC,(500 FT-REELS)
169,00250137,CABLE-COPPER TRACTION 550/24 STRD 1000 V INSUL,G.E.CO-,G.E.#SI-58219
170,00250138,WIRE-#16 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,6-21-88,TASK #T-4151
171,00250138,WIRE-#16 AWG T SPEC #606 DATED 12-18-98 500 FT RLS,ORDER QTY-,500 FT-MINIMUM
172,00250140,ALPHA 18 GAGE FRAYED WIRE-BLACK(1000 FT-RLS),PEERLESS E,1555
173,00250141,WIRE-18 GAGE FRAYED RED ALPHA (1000 FT-REELS),ALPHA WIRE,1555 RED
174,00254001,WIRE #25 AWG RND COPPER MAGNET HVY ( A P T Z 2000),GENERIC,2000
175,00254001,WIRE #25 AWG RND COPPER MAGNET HVY ( A P T Z 2000),THERMALEZE,ARMORED POLY-
176,00257004,WIRE-#26 H/F,EARL B BEA,26
177,00257012,WIRE-#19 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
178,00257012,WIRE-#19 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
179,00257013,WIRE #22 AWG-RND COPPER MAGNET HVY (A P T Z 2000),ESSEX,GP-200
180,00257013,WIRE #22 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
181,00257013,WIRE #22 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
182,00257014,WIRE #17 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
183,00257014,WIRE #17 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
184,00257014,WIRE #17 AWG-RND COPPER MAGNET HVY (A P T Z 2000),W.WATTS,000MIN.120 PER
185,00257015,WIRE #21 AWG-RND COPPER MAGNET HVY (A P T Z 2000),ESSEX BROW,MRGP200
186,00257015,WIRE #21 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
187,00257016,WIRE-#16 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
188,00257016,WIRE-#16 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
189,00257016,WIRE-#16 AWG-RND COPPER MAGNET HVY (A P T Z 2000),W.WATTS,0000MIN.80 PER
190,00257018,WIRE #23 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
191,00257018,WIRE #23 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
192,00257019,WIRE #24 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),ESSEX,GP-200
193,00257019,WIRE #24 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),GENERIC,2000
194,00257019,WIRE #24 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),THERMALEZE,ARMORED POLY-
195,00257021,WIRE #20 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),GENERIC,2000
196,00257021,WIRE #20 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),THERMALEZE,ARMORED POLY-
197,00257024,WIRE-#26 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
198,00257024,WIRE-#26 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
199,00257029,WIRE #27 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),GENERIC,2000
200,00257029,WIRE #27 AWG-RND COPPER MAGNET HVY ( A P T Z 2000),THERMALEZE,ARMORED POLY-
201,00257031,WIRE-#32 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
202,00257031,WIRE-#32 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
203,00257034,WIRE-NO 4 AWG 133 ST RD TYPE AVA ASBESTOS CVRD COPP,G.E.,SI-57054
204,00257035,WIRE-#14 AWG-RND COPPER MAGNET HVY (A P T Z 2000),GENERIC,2000
205,00257035,WIRE-#14 AWG-RND COPPER MAGNET HVY (A P T Z 2000),THERMALEZE,ARMORED POLY-
206,00257035,WIRE-#14 AWG-RND COPPER MAGNET HVY (A P T Z 2000),W.WATTS,0000MIN.50 PER
207,00262051,CASTINGS-COMP ASTM B 30 #1 COMP CLASS 4A WGT 2 OZ,GENERIC,E 6170
208,00262106,CASTING-US GOV BRONZE PER SPEC B-30 T WGT 4 LB EAC,GENERIC,0ARD TO BUYER
209,00262106,CASTING-US GOV BRONZE PER SPEC B-30 T WGT 4 LB EAC,GENERIC,E-3873
210,00262116,CASTING COMP ASTM B3 0 NO1 COMP CLASS 4A WGT 11/2L,GENERIC,E3249
211,00266046,CASTING COMPO,GENERIC,0ARD TO BUYER
212,00266046,CASTING COMPO,GENERIC,K-720
213,00266058,CASTINGS- COMPOSITION,GENERIC,0ARD TO BUYER
214,00266058,CASTINGS- COMPOSITION,GENERIC,K1716
215,00266070,CASTING-COMP ASTM-B- 30 CLASS 4-A EST WGT 1-LB EA,GENERIC,K-548
216,00266076,CASTING-COMP ASTM-B- 30 4A NO 1 COMP WGT 1 LB Y-SL,GENERIC,0ARD TO BUYER
217,00266076,CASTING-COMP ASTM-B- 30 4A NO 1 COMP WGT 1 LB Y-SL,GENERIC,K-1343
218,00266080,CASTING-COMP ASTM B3 0 CLASS 4A NO.1 WGT.1-1/2 LB,GENERIC,K1298
219,00266081,BRONZE COMPO CASTING ASTM-B-62 MAINT.DWG # L-15774,GENERIC,K-2240
220,02000005,1/4 - 20 T-NUT ZP,KAUFMAN CO,44-207-NUT ZP
221,02001001,2 OZ JARS-PRE-MADE KITS,ANA Labs,1004
222,02001001,2 OZ JARS-PRE-MADE KITS,ANA LABS,1004
223,02001002,TUBING-100 FT ROLLS,ANA LABS,1005
224,02001002,TUBING-100 FT ROLLS,ANA Labs,1005
225,02001003,38-X SUCTION DEVICES,ANA,1007
226,02001003,38-X SUCTION DEVICES,ANA Labs,1007
227,02001037,BOLT-USE-020-47-028 & 020-57-002-WHEN STOCK DEPLET,GENERIC,5/16 X 1 - 3/4
228,02001082,BOLT-USE 020-47-061 & 020-57-003-WHEN STOCK DEPLET,GENERIC,3/8 X 6
229,02001103,SCREW-HEX HD CAP USS ROLL THRD-25 P/PKG-,FRAN DAN C,1/2 X 9
230,02001130,BOLT-USE 020-47-087 & 020-57-005-WHEN STOCK DEPELT,GENERIC,1/2 X 2
231,02001138,BOLT-USE 020-47-092 & 020-57-005-,GENERIC,1/2 X 3 - 1/2
232,02001142,BOLT-MACH 1/2 X 4 1/ 2 STD SQ HD STD SQ NUT25PK,GENERIC,1/2 X 4-1/2
233,02001142,BOLT-MACH 1/2 X 4 1/ 2 STD SQ HD STD SQ NUT25PK,GENERIC,1/2 X 4 - 1/2
234,02001144,BOLT-USE 020-47-096 & 020-57-005-WHEN STOCK DEPLET,GENERIC,1/2 X 5
235,02001145,BOLT-USE 020-47-097 & 020-57-005-WHEN STOCK DEPLET,FRAN DAN,LA0319
236,02001145,BOLT-USE 020-47-097 & 020-57-005-WHEN STOCK DEPLET,GENERIC,1/2 X 5-1/2
237,02001145,BOLT-USE 020-47-097 & 020-57-005-WHEN STOCK DEPLET,GENERIC,1/2 X 5 - 1/2
238,02001146,BOLT-SQUARE W/SQ NUT USS 1/2-13X6 GRDE 307A FULL THD 25/BOX,FRAN DAN,LA0319
239,02001146,BOLT-SQUARE W/SQ NUT USS 1/2-13X6 GRDE 307A FULL THD 25/BOX,GENERIC,1/2 X 6
240,02001148,BOLT-USE 020-47-100- WHEN STOCK DEPLETED25/PK,GENERIC,1/2 X 7
241,02001150,BOLT-USE 020-47-102- WHEN STOCK DEPLETED,GENERIC,1/2 X 8
242,02001180,BOLT-020-47-126 & 02 0-57-007-WHEN STOCK DEPLETED,GENERIC,5/8 X 2
243,02001181,BOLT HX CAP G#8 5/8- 18 X 2-1/4 50/BX,GENERIC,LA11536
244,02001181,BOLT HX CAP G#8 5/8- 18 X 2-1/4 50/BX,NEW ENGLAN,"5/8"" X 2 1/4"""
245,02001183,"BOLT-5/8"" X 2 3/4"" GRADE 8 SAE (50 P/PKG)",GENERIC,LA11536
246,02001183,"BOLT-5/8"" X 2 3/4"" GRADE 8 SAE (50 P/PKG)",NEW ENGLAN,"5/8"" X 2 3/4"""
247,02001185,BOLT HX CAP G#8 5/8- 11 X 3-1/4 50/BX,INTERSTATE,LA11536
248,02001185,BOLT HX CAP G#8 5/8- 11 X 3-1/4 50/BX,NEW ENGLAN,5/8 X 3 1/4GR8
249,02001187,"BOLT-HX CAP 5/8"" -11 X 2-1/4"" GR #5 Z-PLT (50/BOX)",FRAN DAN C,5/8-11 X2 1/4
250,02001188,BOLT-USE 020-47-132 & 020-57-007-WHEN STOCK DEPLET,GENERIC,5/8 X 4
251,02001190,BOLT-MACH 5/8 X 4 // 2 HVY SQ HD HVY HEX N,GENERIC,5/8 X 4 - 1/2
252,02001196,BOLT-USE 020-47-137- WHEN STOCK DEPLETED,FRAN DAN,LA0319
253,02001196,BOLT-USE 020-47-137- WHEN STOCK DEPLETED,GENERIC,5/8 X 7
254,02001230,BOLT-USE 020-47-145 & 020-57-008-WHEN STOCK DEPLET,GENERIC,3/4 X 2
255,02001238,BOLT MACH 3/4X4 H VY SQ & STD HVY HEX NUT50/PK,GENERIC,3/4 X 4
256,02001240,BOLT-MACH 3/4X4 1/2 HVY SQ HD HVY HEX NUT -10 P/PK,FRAN DAN,LA0319
257,02001240,BOLT-MACH 3/4X4 1/2 HVY SQ HD HVY HEX NUT -10 P/PK,GENERIC,3/4 X 4 - 1/2
258,02001243,BOLT-MACH 3/4 X 5 1/ 2 HVY SQ HD HVY HEX N,GENERIC,3/4 X 5 - 1/2
259,02001243,BOLT-MACH 3/4 X 5 1/ 2 HVY SQ HD HVY HEX N,GENERIC,3/4 X 5-1/2
260,02001244,BOLT-MACH 3/4 X 6 HV Y SQ HD HVY HEX NUT - 25 P/PKG,GENERIC,3/4 X 6
261,02001247,BOLT -MACH. SQ HD HV Y HEX NUT -10 P/PKG. -,GENERIC,3/4 X 7 - 1/2
262,02001254,BOLT-USE 020-47-160- WHEN STOCK DEPLETED,GENERIC,3/4 X 11
263,02001289,BOLT-USE 020-47-176- WHEN STOCK DEPLETED,GENERIC,7/8 X 8
264,02001313,BOLT MACH HVY SQ HD COLD PRESS HEX NUT-10 P/PKG-,FRAN DAN,LA0319
265,02001313,BOLT MACH HVY SQ HD COLD PRESS HEX NUT-10 P/PKG-,GENERIC,1 X 4
266,02001317,BOLT-MACH 1X6 HVY SQ HD HVY HEX NUT - 10 P/PKG -,GENERIC,1 X 6
267,02001317,BOLT-MACH 1X6 HVY SQ HD HVY HEX NUT - 10 P/PKG -,GENERIC,CARD TO BUYERO
268,02001317,BOLT-MACH 1X6 HVY SQ HD HVY HEX NUT - 10 P/PKG -,GENERIC,TO COME IN KEG
269,02001319,BOLT-MACHINE 1X7 REG SQ.W/HEAVY HEX NUT -10 P/PKG,GENERIC,1 X 7
270,02001322,BOLT-MACH 1X8 1/2 HV Y SQ HD W/HVY HEX NUT-10 P/PK,GENERIC,1 X 8 - 1/2
271,02001322,BOLT-MACH 1X8 1/2 HV Y SQ HD W/HVY HEX NUT-10 P/PK,GENERIC,1 X 8-1/2
272,02005001,BOLT HX CAP Z-PLT G #5 5/8-11 X 1-1/2 50/B0X,FRAN DAN C,"5/8-11X1 1/2"""
273,02005001,BOLT HX CAP Z-PLT G #5 5/8-11 X 1-1/2 50/B0X,GENERIC,LA11536
274,02005002,BOLT- HEX HD ZINC PLT GRADE 5 3/8-16 X 3 100/PK,FRAN DAN C,3/8-16 X 3
275,02005002,BOLT- HEX HD ZINC PLT GRADE 5 3/8-16 X 3 100/PK,GENERIC,LA11536
276,02005003,BOLT-HEX HD. ZINC PLATED GR.5(50BX)1/2-13X1 3/4,FRAN DAN C,1/2-13 X 1 3/4
277,02005003,BOLT-HEX HD. ZINC PLATED GR.5(50BX)1/2-13X1 3/4,GENERIC,LA11536
278,02005004,BOLT-GR#5 DO NOT REORDER USE 420-47-033,FRAN DAN C,3/8-16 X 1 1/4
279,02005005,NUT - FLEX LOCK -ZIN C PLATED100/PK,FRAN DAN C,3/8 - 16
280,02005005,NUT - FLEX LOCK -ZIN C PLATED100/PK,GENERIC,LA11536
